Address,Company Name,Credit Score Alpha,Employee_Change,Estimated Labor Cost,Google_Reviews,Google_Scores,Grocery_within_Zip,Sales_Change,Sales_per_employee,Square Footage,Supermarket_within_5_miles,county_personal_income,county_population,lat,long
396 Communipaw Ave # A,LA Union Grocery Store,-0.1852492211091664,-0.04524736815191293,-0.31734733050005254,-0.34164324786036193,0.4126127055277199,0.94960767185891,-0.025089684359558894,-0.11258550986001392,-0.33851481770346814,1.0256171379328922,-0.0640722114336654,0.49553932585685845,40.7130041,-74.0642762
268 Park Ave # A,Addison Shop,-0.1852492211091664,-0.04524736815191293,-0.5507197758132342,-0.34164324786036193,-1.1074468782945837,-0.7921082293263005,-0.025089684359558894,0.008268254117620779,-0.1258889694565166,0.7244003229555722,1.3054760209625458,1.675358244521159,40.82440689999999,-74.1123653
1401 New York Ave,Quezada Grocery,-0.1852492211091664,-0.04524736815191293,-0.5809342815192426,-0.3487986433010761,0.4126127055277199,2.551986300949304,-0.025089684359558894,-0.10989987066051092,-0.33851481770346814,2.757613824052482,-0.0640722114336654,0.49553932585685845,40.7607411,-74.03561579999999
225 Kinderkamack Rd,Great Foods Market,0.816254380512265,-0.04524736815191293,0.6244860515757964,-0.280822386614292,0.2606067471454901,-0.9488626604329694,-4.196352046188909,-1.0112003860137155,-0.33851481770346814,0.04666248925660225,1.3054760209625458,1.675358244521159,40.9479772,-74.0319631
111 Watchung Ave,El Padrino Grocery,-0.1852492211091664,-0.04524736815191293,-0.4446409381810673,-0.33091015469929075,-0.19541112800120206,0.4967615375507553,-0.025089684359558894,-0.058872725869954054,-0.1258889694565166,-0.10394591823205775,0.1328016401818071,-0.07447106989457189,40.6199931,-74.4216253
182 State Route 35,Choice Food Store,-0.1852492211091664,-0.04524736815191293,-0.3999693908479587,-0.33091015469929075,0.7166246222921808,-0.5656851621722231,-0.025089684359558894,-0.1206424274585229,-0.1258889694565166,-0.5557711406980377,-0.33548189995059047,1.1844876854203736,40.4492549,-74.2367783
341 Park Ave,Isabelita Supermarket,-1.1867528227305977,-0.04524736815191293,-0.4446409381810673,-0.34164324786036193,0.7166246222921808,0.4967615375507553,-0.025089684359558894,-0.058872725869954054,-0.1258889694565166,-0.10394591823205775,0.1328016401818071,-0.07447106989457189,40.6170115,-74.42057690000001
203 E Hanover Ave,Spartan Auto Svc Inc,-0.1852492211091664,-0.04524736815191293,-0.2792820274379122,-0.345220945580719,-0.6514290031478929,-0.32184493600629366,-0.025089684359558894,5.411774323517643,-0.33851481770346814,-0.5557711406980377,2.2092426305342894,-0.3786912040983475,40.8113843,-74.4693233
401 Baltimore St,Lopatcong Quickmart,-0.1852492211091664,-0.04524736815191293,-0.3005221249069331,-0.3380655501400049,0.2606067471454901,-0.30442777699444157,-0.025089684359558894,-0.09199739975662397,-0.1258889694565166,-1.0075963631640177,-0.6995752057148907,-2.1758461369934947,40.69986220000001,-75.16924449999998
52 Throckmorton St # A,LA Placita,-2.188256424352029,-0.04524736815191293,-0.6377034183305081,-0.2593562002921497,-0.3474170863834319,0.39225858347964265,-0.025089684359558894,-1.0445023120875525,-0.33851481770346814,-0.6310753444423677,0.8958816140225303,0.19790900718353802,40.2597929,-74.27700829999998
701 US Highway 1,Fuel One,0.816254380512265,-0.04524736815191293,0.7114102135138475,-0.026805848468941133,-0.6514290031478929,0.32258994743223424,-0.025089684359558894,-0.1206424274585229,-0.1258889694565166,0.2725751004895922,-0.33548189995059047,1.1844876854203736,40.5097037,-74.3891292
345 N White Horse Pike,Food Mart,-0.1852492211091664,-0.04524736815191293,-0.400237608551997,-0.23789001397000736,0.8686305806744107,-0.9488626604329694,-0.025089684359558894,-0.1609270154510678,-0.1258889694565166,0.4984877117225822,-0.8101959686032327,-0.33682221351951763,39.8589263,-75.030334
1500 Main St,Welsh Farms,1.8177579821336962,-0.04524736815191293,0.810021281504703,-0.2593562002921497,-0.19541112800120206,-0.06058755082851207,-0.025089684359558894,-0.1206424274585229,0.17190633621148277,-0.7063795481866977,0.8958816140225303,0.19790900718353802,40.2282493,-74.00857490000001
171 Passaic St,Los Tres Garcias Grocery,-1.1867528227305977,-1.9874821409283865,-0.4411290680710725,-0.29155547977536317,0.2606067471454901,3.248672661423388,-1.8623893565272935,-0.23343927383764862,-0.1258889694565166,0.7997045266999022,-1.244532785161231,-0.34217314087131323,40.8620745,-74.1159079
4229 Ventnor Ave,Kk Grocery,-1.1867528227305977,-0.04524736815191293,-0.6426423466369646,-0.3130216660975055,-0.49942304476566235,1.6637111913448466,-0.025089684359558894,0.07272359490569262,-0.1258889694565166,-1.1582047706526777,-1.1910826154672347,-1.4351783910065778,39.3485589,-74.4611901
2746 Hooper Ave,Sweet Green Food Market,-0.1852492211091664,-0.04524736815191293,-0.4074224784646186,-0.08047131427429695,0.5646186639099497,-0.25217629995888524,-0.025089684359558894,0.0404959245116567,-0.1258889694565166,-0.9322921594196877,-0.9589394409025067,0.10321018800627499,40.0550883,-74.134135
402 10th Ave,Gonzales Grocery,-0.1852492211091664,-0.04524736815191293,-0.42323107037633906,-0.29155547977536317,0.2606067471454901,-0.07800470984036417,-1.4169833753957213,-0.23343927383764862,-0.1258889694565166,0.19727089674526224,-1.2092389693814984,-0.34290443203465887,40.9236069,-74.14810390000002
1800 Palisade Ave,Caracas Grocery,-1.1867528227305977,-0.04524736815191293,-0.5809342815192426,-0.345220945580719,1.1726424974388716,2.551986300949304,-0.025089684359558894,-0.10989987066051092,-0.1258889694565166,2.757613824052482,-0.0640722114336654,0.49553932585685845,40.7624033,-74.0324007
1615 Atlantic Ave,Ali Grocery,1.8177579821336962,-0.04524736815191293,0.1648731971859018,-0.07689361655393989,-0.19541112800120206,1.6637111913448466,-0.025089684359558894,0.07057508354609023,-0.1258889694565166,-1.1582047706526777,-1.1910826154672347,-1.4351783910065778,39.36114600000001,-74.43127
83 Main St,Lebanon Boro General Store Inc,-0.1852492211091664,-0.04524736815191293,-0.3529660401326346,0.0018157332939153037,0.7166246222921808,-0.9836969784566737,-0.025089684359558894,-0.14212754105454684,-0.33851481770346814,-1.3088131781413377,1.5426940596209382,-2.0900807775666355,40.6434505,-74.8172239
1353 Stelton Rd,Four Seasons Thai Cuisine,1.8177579821336962,-0.04524736815191293,0.26685837176912497,1.5402257530474488,-0.04340516961897089,-0.3915135720537021,-0.025089684359558894,-0.1206424274585229,0.17190633621148277,-0.10394591823205775,-0.33548189995059047,1.1844876854203736,40.5398289,-74.42219720000001
21 Roebling Ave,Torres Y Rodriguez Deli,-0.1852492211091664,-0.04524736815191293,-0.23438014036870314,-0.2522008048514356,0.5646186639099497,0.2529213113848258,-0.025089684359558894,-0.09020339277135597,-0.33851481770346814,-0.7816837519310277,0.2112207761550633,-0.9564354739522012,40.2077547,-74.7500353
200 N Black Horse Pike,Roxy's Old Time Deli,-0.1852492211091664,-1.9874821409283865,-0.41234387702690223,-0.29155547977536317,0.2606067471454901,-0.548268003160371,2.9814006882785526,-0.49663191538894197,-0.1258889694565166,-1.0075963631640177,-0.9289764360619042,-1.3218411387713835,39.69179329999999,-74.9947088
353 Wolfert Station Rd,Grasso Girls Farm Market,1.8177579821336962,-0.04524736815191293,1.8576162873155009,0.005393431014272358,0.4126127055277199,-0.8617768653737089,-0.025089684359558894,-0.49887173848132743,0.17190633621148277,-1.3088131781413377,-0.7623999126511916,-1.3152772463628395,39.7527687,-75.223854
48 Decker Rd,Josal Ingredients,-0.1852492211091664,-0.04524736815191293,0.0033375745969874125,-0.35595403874179016,1.1726424974388716,-0.8443597063618568,-0.025089684359558894,0.06914095221355562,-0.1258889694565166,-1.1582047706526777,2.2092426305342894,-0.3786912040983475,41.0083355,-74.3541882
700 Black Horse Pike,Patels Grocery,-1.1867528227305977,-0.04524736815191293,-0.44076346073549644,0.026859617336414687,-0.49942304476566235,-0.07800470984036417,-0.025089684359558894,0.07003795570618962,0.17190633621148277,-0.8569879556753577,-1.1910826154672347,-1.4351783910065778,39.39459229999999,-74.53754
485 Georges Rd,Apna Bazar,1.8177579821336962,-0.04524736815191293,1.3782379761309314,0.2772984577614085,-1.4114587950590445,-0.8966111833974131,-0.025089684359558894,-0.1206424274585229,2.0863047297914785,-0.7816837519310277,-0.33548189995059047,1.1844876854203736,40.3810764,-74.51858840000001
199 Washington St,Duran Food Store,-0.1852492211091664,-0.04524736815191293,-0.3999693908479587,-0.30228857293643435,0.5646186639099497,0.6012644916218679,-0.025089684359558894,-0.1206424274585229,-0.1258889694565166,-0.48046693695370774,-0.33548189995059047,1.1844876854203736,40.51431760000001,-74.26884840000002
514 Ferry St,Met Foodmarkets,1.8177579821336962,-0.04524736815191293,1.43687930755439,0.005393431014272358,-0.49942304476566235,0.7406017637166847,-0.025089684359558894,-0.04723316557930808,0.17190633621148277,0.04666248925660225,0.06877924636311937,1.0163154704469952,40.7319353,-74.1399628
1801 Route 70,Red Top Farm Market,-0.1852492211091664,-0.04524736815191293,-0.32649119860871706,0.32023083040569317,0.5646186639099497,-0.8966111833974131,-0.025089684359558894,-0.08035783946597799,-0.33851481770346814,-1.3841173818856676,-0.2805854435696281,-0.6089212305672501,39.8888011,-74.7524059
443 Zion Rd,South End III,-0.1852492211091664,-0.04524736815191293,-0.44076346073549644,0.35243010988890666,0.10860078876325892,-0.40893073106555416,-0.025089684359558894,0.07003795570618962,-0.1258889694565166,-0.7063795481866977,-1.1910826154672347,-1.4351783910065778,39.3615223,-74.6261585
191 Old Bridge Tpke,East Brunswick News-Food Store,-0.1852492211091664,-0.04524736815191293,-0.3999693908479587,-0.34164324786036193,0.7166246222921808,-0.1650905048996247,-0.025089684359558894,-0.1206424274585229,-0.1258889694565166,-0.7816837519310277,-0.33548189995059047,1.1844876854203736,40.4384896,-74.3884135
393 Central Ave,24 7 EZ Check,-1.1867528227305977,-0.04524736815191293,-0.4642878092167531,-0.22357922308857914,0.10860078876325892,0.4967615375507553,-0.025089684359558894,-0.045444529872439084,-0.1258889694565166,-0.25455432572071773,0.06877924636311937,1.0163154704469952,40.7564652,-74.21786379999998
441 Martin Luther King Jr Dr,Champion Meat Market,-0.1852492211091664,-0.04524736815191293,-0.31734733050005254,-0.3380655501400049,0.10860078876325892,0.94960767185891,-0.025089684359558894,-0.11258550986001392,-0.33851481770346814,1.0256171379328922,-0.0640722114336654,0.49553932585685845,40.7134118,-74.0768493
500 S Main St,Cedar Food Market,-1.1867528227305977,-0.04524736815191293,-0.44076346073549644,-0.3130216660975055,-0.04340516961897089,-0.07800470984036417,-0.025089684359558894,0.07003795570618962,-0.1258889694565166,-0.8569879556753577,-1.1910826154672347,-1.4351783910065778,39.3863503,-74.52678259999998
389 Dover Chester Rd,Honey Land Farm,0.816254380512265,-0.04524736815191293,0.28595717717437197,-0.3523763410214331,1.1726424974388716,-1.0881999325277862,-0.025089684359558894,0.06869513610643813,-0.1258889694565166,-0.9322921594196877,2.2092426305342894,-0.3786912040983475,40.82209570000001,-74.6264559
516 Carpenter Ln,Cape May Peanut Butter Co,-0.1852492211091664,-0.04524736815191293,-0.47336024260617976,1.4686717986403077,0.7166246222921808,-0.7398567522907442,-0.025089684359558894,0.8435020451630517,-0.1258889694565166,-1.0075963631640177,-0.3213068164300403,-2.235524597023312,38.932601,-74.9216159
128 Chestnut St,Cholula Deli & Grocery,-0.1852492211091664,-0.04524736815191293,-0.4446409381810673,0.22721068967640976,-0.49942304476566235,-0.7224395932788921,-0.025089684359558894,-0.058872725869954054,-0.1258889694565166,0.9503129341885622,0.1328016401818071,-0.07447106989457189,40.6625706,-74.2644016
190 Mount Arlington Blvd,Landing Market,0.816254380512265,-0.04524736815191293,0.28595717717437197,-0.30228857293643435,-0.49942304476566235,-1.0533656145040822,11.880277696963107,-0.2844664186282055,-0.1258889694565166,-0.8569879556753577,2.2092426305342894,-0.3786912040983475,40.9101673,-74.6559166
22 Paterson Ave # 1,Khushiara Mini Market,-0.1852492211091664,-0.04524736815191293,-0.41236341385620556,-0.3487986433010761,1.1726424974388716,-0.07800470984036417,-0.025089684359558894,-0.23343927383764862,-0.33851481770346814,-0.02864171448772775,-1.020821182621529,-0.33081199544868906,40.915098,-74.1841052
247 Midland Ave,Midland Square Market,0.816254380512265,-0.04524736815191293,0.330684594633604,-0.3523763410214331,1.1726424974388716,-0.4611822081011105,-0.025089684359558894,0.005582614918117785,-0.33851481770346814,0.8750087304442322,1.3054760209625458,1.675358244521159,40.8731681,-74.1047029
1003 Woodlane Rd,6-12 Food Market,-0.1852492211091664,-0.04524736815191293,-0.5855062156278233,-0.30228857293643435,-0.04340516961897089,-0.35667925402999784,-0.025089684359558894,-0.077672200266475,-0.33851481770346814,-0.9322921594196877,-0.2805854435696281,-0.6089212305672501,40.0072557,-74.773777
81 Palisade Ave,Stop N Go Convenience Store,-0.1852492211091664,-0.04524736815191293,-0.256918319250781,-0.33448785241964785,0.5646186639099497,-0.5831023211840752,-0.025089684359558894,0.005582614918117785,-0.1258889694565166,2.832918027796812,1.3054760209625458,1.675358244521159,40.8079359,-73.9955598
1210 Yorkship Sq,Fernanito Super Market,-0.1852492211091664,-2.0071006720248814,-0.400237608551997,-0.3380655501400049,-0.8034349615301226,-0.07800470984036417,-1.8837387007718358,-0.1609270154510678,-0.33851481770346814,0.7997045266999022,-0.8101959686032327,-0.33682221351951763,39.905738,-75.10532099999998
64 Mountain Blvd,Kings Supermarket,-0.1852492211091664,-0.04524736815191293,-0.30372348780460096,0.19501141019319626,-0.19541112800120206,-0.8617768653737089,-0.025089684359558894,-0.11795678825901991,0.8100391340714814,-0.8569879556753577,2.5625665477174504,-1.1238721328169772,40.6172697,-74.4944045
135 S Main St,Towne Market,0.816254380512265,-0.04524736815191293,-0.11918908937334016,-0.19137994360536564,-0.19541112800120206,-0.30442777699444157,-0.025089684359558894,-0.09244321586374146,-0.1258889694565166,-1.0075963631640177,-0.6995752057148907,-2.1758461369934947,40.6892323,-75.19981949999998
130 S Cook Ave,Raymond Deli Grocery,-0.1852492211091664,-0.04524736815191293,-0.43776050437103126,-0.24862310713107852,-0.3474170863834319,-0.42634789007740626,-0.025089684359558894,-0.09110039626398997,-0.33851481770346814,-0.7816837519310277,0.2112207761550633,-0.9564354739522012,40.2233701,-74.74158220000002
125 E Broad St,Brummer's Chocolates,0.816254380512265,-0.04524736815191293,-0.04476064355245944,-0.2879777820550061,0.5646186639099497,-0.7224395932788921,-0.025089684359558894,-1.0310741160900376,-0.33851481770346814,0.5737919154669122,0.1328016401818071,-0.07447106989457189,40.6511024,-74.34922790000002
235 Nassau St,Despana Brand Foods,-2.188256424352029,-0.04524736815191293,-0.23438014036870314,-0.15918066412215215,0.5646186639099497,-0.4960165261248147,-0.025089684359558894,-0.09020339277135597,-0.1258889694565166,-0.8569879556753577,0.2112207761550633,-0.9564354739522012,40.3517876,-74.65218859999997
1830 Easton Ave,Speedy Mart,-0.1852492211091664,-0.04524736815191293,-0.30372348780460096,-0.32375475925857666,-3.6915481707924998,0.30517278842038215,-0.025089684359558894,-0.11795678825901991,0.17190633621148277,-0.6310753444423677,2.5625665477174504,-1.1238721328169772,40.5359562,-74.5084252
526 21st St,Green Tomato,-1.1867528227305977,-0.04524736815191293,-0.5873465724059403,-0.3595317364621472,1.1726424974388716,2.551986300949304,-1.0829288895470426,-1.0552448688855645,-0.33851481770346814,2.757613824052482,-0.25502620573365153,0.43542853017072364,40.7663124,-74.03477159999998
611 Cross Keys Rd # 554,Plaza Azteca Sicklerville,1.8177579821336962,-0.04524736815191293,7.374725813461939,2.685089023561706,-0.04340516961897089,-0.548268003160371,-0.025089684359558894,-1.0728089492503141,4.638835921231473,-0.5557711406980377,-0.8101959686032327,-0.33682221351951763,39.7356836,-75.00829329999998
3100 Mercerville Quakerbridge,Risoldi's Market,0.816254380512265,-0.04524736815191293,-0.23438014036870314,-0.345220945580719,1.1726424974388716,-0.5831023211840752,-0.025089684359558894,-0.5789897270809008,-0.33851481770346814,-0.40516273320937773,0.2112207761550633,-0.9564354739522012,40.2485979,-74.68723259999999
462 S Main St,Paul-Mart,0.816254380512265,-0.04524736815191293,-0.3005221249069331,0.05548119909927112,-1.259452836676814,-0.30442777699444157,-0.025089684359558894,-0.09199739975662397,-0.33851481770346814,-1.0075963631640177,-0.6995752057148907,-2.1758461369934947,40.6848846,-75.1902187
609 Sicklerville Rd,Food Plus,-0.1852492211091664,-0.04524736815191293,-0.400237608551997,-0.30944396837714844,0.2606067471454901,-0.548268003160371,-0.025089684359558894,-0.1609270154510678,-0.1258889694565166,-0.5557711406980377,-0.8101959686032327,-0.33682221351951763,39.7294174,-74.99023509999998
383 Brick Blvd,Natures Nutrition,0.816254380512265,-0.04524736815191293,0.24822565299871768,-0.24504540941072148,1.0206365390566419,-0.25217629995888524,-0.025089684359558894,0.038347413152054304,0.8100391340714814,-0.9322921594196877,-0.9589394409025067,0.10321018800627499,40.0450721,-74.1407411
533 Northfield Ave,St Cloud Deli Mkt,0.816254380512265,-0.04524736815191293,-0.274171097284671,-0.22715692080893618,0.10860078876325892,-0.19992482292332892,-0.025089684359558894,-0.04723316557930808,-0.1258889694565166,-0.5557711406980377,0.06877924636311937,1.0163154704469952,40.7704276,-74.2781993
98 Mallory Ave,Miguel Trinidad Grocery,1.8177579821336962,-0.04524736815191293,0.4734135225032693,-0.059005127952154623,0.8686305806744107,0.94960767185891,-0.025089684359558894,-0.11312263769991451,-0.1258889694565166,1.0256171379328922,-0.0640722114336654,0.49553932585685845,40.71754129999999,-74.0896983
1182 Rahway Ave,Sunny Mart Food Store,-0.1852492211091664,-0.04524736815191293,-0.3999693908479587,-0.08762670971501106,-0.49942304476566235,-0.6527709572314836,-0.025089684359558894,-0.1206424274585229,-0.33851481770346814,0.19727089674526224,-0.33548189995059047,1.1844876854203736,40.5823108,-74.26758769999998
5500 Bergenline Ave,Fiesta Supermarket,1.8177579821336962,-0.04524736815191293,1.7913482781417045,0.7996423249335385,-0.19541112800120206,1.4895396012263253,-0.025089684359558894,-0.11312263769991451,0.8100391340714814,3.058830639029802,-0.0640722114336654,0.49553932585685845,40.7855708,-74.01858229999998
645 Clements Bridge Rd,Country Fresh Food Mart,-0.1852492211091664,-0.04524736815191293,-0.400237608551997,-0.3380655501400049,-0.8034349615301226,-1.0185312964803779,-0.025089684359558894,-0.1609270154510678,-0.33851481770346814,0.7997045266999022,-0.8101959686032327,-0.33682221351951763,39.8651157,-75.0552967
601 Beverly Rancocas Rd,Quick Shop,-0.1852492211091664,-0.04524736815191293,-0.32649119860871706,-0.345220945580719,0.2606067471454901,-0.5831023211840752,-0.025089684359558894,-0.08035783946597799,-0.1258889694565166,-0.48046693695370774,-0.2805854435696281,-0.6089212305672501,40.0137509,-74.87506379999998
211 Morris Ave,Gold Valley Supermarket,-1.1867528227305977,-0.04524736815191293,-0.4446409381810673,0.8783516747813938,-0.19541112800120206,-0.32184493600629366,-0.025089684359558894,-0.058872725869954054,0.17190633621148277,0.2725751004895922,0.1328016401818071,-0.07447106989457189,40.71019570000001,-74.3108129
343 Avon Ave,Los Tocayos Mini Market,-0.1852492211091664,-0.04524736815191293,-0.4642878092167531,-0.3595317364621472,1.1726424974388716,0.5490130145863116,-0.025089684359558894,-0.045444529872439084,-0.1258889694565166,0.12196669300093224,0.06877924636311937,1.0163154704469952,40.7268304,-74.20586379999997
320 W Branch Ave,Northern Kingdom LLC,-0.1852492211091664,-0.04524736815191293,-0.6223794205723391,-0.04827203479108346,-1.5634647534412744,-0.1650905048996247,-0.025089684359558894,-0.4482904097978881,-0.1258889694565166,-0.17925012197638773,-0.8101959686032327,-0.33682221351951763,39.792912,-75.001862
124 Case Dr,Sukhadia's India Cafe,0.816254380512265,-0.04524736815191293,1.3782379761309314,-0.24862310713107852,-2.1714885869701965,-0.25217629995888524,-0.025089684359558894,-1.030536988250137,0.17190633621148277,0.4231835079782522,-0.33548189995059047,1.1844876854203736,40.57578839999999,-74.3958579
192 Fries Mill Rd,Yogis Quick Shop,0.816254380512265,-0.04524736815191293,-0.16898685261563567,-0.32375475925857666,0.4126127055277199,-0.42634789007740626,-0.025089684359558894,-0.49842055109581096,-0.33851481770346814,0.04666248925660225,-0.7623999126511916,-1.3152772463628395,39.7359343,-75.0475619
715 Somerdale Rd,Speedy Mart,-0.1852492211091664,-0.04524736815191293,-0.400237608551997,-0.3130216660975055,0.7166246222921808,-0.42634789007740626,-0.025089684359558894,-0.1609270154510678,-0.1258889694565166,0.04666248925660225,-0.8101959686032327,-0.33682221351951763,39.843019700000006,-75.0467405
590 Newark Ave # 1,Harry's Convenience Store,-1.1867528227305977,-0.04524736815191293,-0.31734733050005254,-0.3595317364621472,1.1726424974388716,2.377814710830783,-0.025089684359558894,-0.11258550986001392,0.17190633621148277,1.5527465641432021,-0.0640722114336654,0.49553932585685845,40.7326039,-74.05711540000001
300 Parkville Station Rd,One Stop Shop,-0.1852492211091664,-0.04524736815191293,-0.394164979256568,-0.3595317364621472,-4.907595837850343,-1.0011141374685257,-0.025089684359558894,-0.49663191538894197,-0.33851481770346814,-0.7063795481866977,-0.7623999126511916,-1.3152772463628395,39.803094,-75.1700461
225 Monroe St # 1,El Tepeyac Grocery,-0.1852492211091664,-0.04524736815191293,-0.41236341385620556,-0.30228857293643435,0.10860078876325892,3.248672661423388,-0.025089684359558894,-0.23343927383764862,-0.33851481770346814,0.7997045266999022,-1.020821182621529,-0.33081199544868906,40.8659076,-74.12346840000002
2540 Hooper Ave,Jersey Farms,1.8177579821336962,-0.04524736815191293,1.3409725380476318,-0.23789001397000736,0.7166246222921808,-0.25217629995888524,-0.025089684359558894,0.038347413152054304,0.8100391340714814,-0.9322921594196877,-0.9589394409025067,0.10321018800627499,40.0442597,-74.1283774
235 Paterson Ave,Food Mart 4 U,-0.1852492211091664,-0.04524736815191293,0.036883137691411425,-0.33091015469929075,0.8686305806744107,-0.7572739113025962,-0.025089684359558894,0.006479618410751785,-0.1258889694565166,0.7997045266999022,1.3054760209625458,1.675358244521159,40.847629,-74.11176
600 Fischer Blvd,Hometown Food Mart,-1.1867528227305977,-0.04524736815191293,-0.6259718555286499,-0.03396124390965524,1.1726424974388716,0.2703384703966779,-0.025089684359558894,0.0404959245116567,-0.1258889694565166,-0.7816837519310277,-0.9589394409025067,0.10321018800627499,39.9579785,-74.1253265
41 S Laurel St,Azteca International LLC,-0.1852492211091664,-0.04524736815191293,-0.42965690737884077,-0.07689361655393989,-0.3474170863834319,0.13100119830186108,-0.025089684359558894,-0.06692964346846303,-0.1258889694565166,-1.2335089743970078,-1.7600784430643401,-1.9608277196301276,39.4281869,-75.2347755
525 N Main St,Main Street Pleasantville LLC,-0.1852492211091664,-0.04524736815191293,-0.44076346073549644,-0.280822386614292,-0.8034349615301226,-0.07800470984036417,-0.025089684359558894,0.07003795570618962,-0.1258889694565166,-0.8569879556753577,-1.1910826154672347,-1.4351783910065778,39.39893,-74.5163452
1287 Martin Luther King Jr Blv,Caprince Variety Market,-0.1852492211091664,-0.04524736815191293,-0.43776050437103126,-0.34164324786036193,1.1726424974388716,-0.35667925402999784,-0.025089684359558894,-0.4053201826058402,-0.33851481770346814,-0.9322921594196877,0.2112207761550633,-0.9564354739522012,40.2374883,-74.7554424
8302 3rd Ave,Bud's Market,-0.1852492211091664,-0.04524736815191293,-0.47336024260617976,-0.09835980287608223,0.10860078876325892,-0.9662798194448216,-0.025089684359558894,0.8435020451630517,-0.1258889694565166,-1.2335089743970078,-0.3213068164300403,-2.235524597023312,39.06263720000001,-74.7535297
621 Hamilton St,Fine Faire,1.8177579821336962,-0.04524736815191293,2.4002652361358003,-0.2951331774957202,0.10860078876325892,0.30517278842038215,-0.025089684359558894,-0.1197454239658889,2.0863047297914785,-0.6310753444423677,2.5625665477174504,-1.1238721328169772,40.4931776,-74.4698728
1325 Springfield Ave,Food Choice Supermarket,-0.1852492211091664,-0.04524736815191293,-0.4642878092167531,-0.12698138463893865,-0.6514290031478929,2.726157891067825,-0.025089684359558894,-0.045444529872439084,-0.33851481770346814,0.5737919154669122,0.06877924636311937,1.0163154704469952,40.7241548,-74.2438791
74 Martin Luther King Jr Dr,My City 2,-0.1852492211091664,-0.04524736815191293,-0.31734733050005254,-0.29155547977536317,0.2606067471454901,1.7856313044278112,-0.025089684359558894,-0.11258550986001392,-0.33851481770346814,0.19727089674526224,-0.0640722114336654,0.49553932585685845,40.70256420000001,-74.0884937
722 Van Houten Ave,Athenia Food Mart,0.816254380512265,-0.04524736815191293,-0.19628450421672533,-0.3523763410214331,-0.8034349615301226,-0.8966111833974131,-0.025089684359558894,-0.2352279095445176,-0.1258889694565166,0.6490961192112422,-1.020821182621529,-0.33081199544868906,40.8600656,-74.1512691
648 W Grand Ave,Quick Food Mart,0.816254380512265,-0.04524736815191293,-0.04476064355245944,-0.29155547977536317,0.2606067471454901,-0.23475914094703312,-0.7711447027549421,-0.06021554546970555,-0.33851481770346814,0.4984877117225822,0.1328016401818071,-0.07447106989457189,40.6151181,-74.28234870000001
1801 Route 70,Red Top Farm Market,-0.1852492211091664,-0.04524736815191293,-0.32649119860871706,0.32023083040569317,0.5646186639099497,-0.8966111833974131,-0.025089684359558894,-0.08035783946597799,-0.33851481770346814,-1.3841173818856676,-0.2805854435696281,-0.6089212305672501,39.8888011,-74.7524059
100 W 15th St # 1,Shreeji Convenience,-0.1852492211091664,-0.04524736815191293,-0.4446409381810673,-0.35595403874179016,1.1726424974388716,0.5315958555744595,-0.025089684359558894,-0.058872725869954054,-0.1258889694565166,0.7244003229555722,0.1328016401818071,-0.07447106989457189,40.7381254,-73.9967506
341 State Rt 23,Grab-N-Go,-0.1852492211091664,-0.04524736815191293,-0.2792820274379122,-0.3523763410214331,0.7166246222921808,-0.9314455014211174,-0.025089684359558894,0.07003795570618962,-0.1258889694565166,-0.9322921594196877,2.2092426305342894,-0.3786912040983475,40.9611803,-74.2834718
1263 Broad St,Yogi Grocer Inc,0.816254380512265,-0.04524736815191293,-0.08405438605781898,-0.3523763410214331,-2.323494545352426,0.2529213113848258,-0.025089684359558894,-0.046787349472190584,-0.33851481770346814,0.4984877117225822,0.06877924636311937,1.0163154704469952,40.8338937,-74.1804416
1212 Washington St,Little Grocery Uptown,-1.1867528227305977,-0.04524736815191293,-0.31734733050005254,-0.019650453028227023,0.4126127055277199,0.02649824423074846,-0.025089684359558894,-0.11258550986001392,-0.1258889694565166,2.682309620308152,-0.0640722114336654,0.49553932585685845,40.751723,-74.0268202
525 Irvington Ave # 1,City Supermarket 2,-0.1852492211091664,-0.04524736815191293,-0.4642878092167531,2.8854400959017013,-0.3474170863834319,0.46192721952705107,-0.025089684359558894,-0.045444529872439084,0.17190633621148277,0.2725751004895922,0.06877924636311937,1.0163154704469952,40.735995,-74.2495704
1511 43rd St,Eugenio J De LA Cruz,-1.1867528227305977,-0.04524736815191293,-0.3301719122191996,-0.29155547977536317,0.2606067471454901,0.61868165063372,-0.9715773942641496,-0.11258550986001392,-0.33851481770346814,2.757613824052482,-0.25502620573365153,0.43542853017072364,40.7819559,-74.0326975
408 Haledon Ave,Super Supermarket,-0.1852492211091664,-0.04524736815191293,-0.41236341385620556,1.7119552436245875,-0.8034349615301226,-0.4960165261248147,-0.025089684359558894,-0.23343927383764862,0.17190633621148277,-0.10394591823205775,-1.020821182621529,-0.33081199544868906,40.93841670000001,-74.181336
264 1st St,Miss T's Two,-1.1867528227305977,-0.04524736815191293,-0.5507197758132342,-0.3523763410214331,-0.8034349615301226,0.2703384703966779,-0.025089684359558894,0.008268254117620779,-0.1258889694565166,0.3478793042339222,1.3054760209625458,1.675358244521159,40.8893568,-74.049468
