Address,Company Name,Credit Score Alpha,Employee_Change,Estimated Labor Cost,Google_Reviews,Google_Scores,Grocery_within_Zip,Sales_Change,Sales_per_employee,Square Footage,Supermarket_within_5_miles,county_personal_income,county_population,lat,long
80 Hobart St,Metal Supermarkets,-0.1852492211091664,-0.04524736815191293,-0.256918319250781,-0.280822386614292,0.4126127055277199,0.2703384703966779,-0.025089684359558894,0.005582614918117785,-0.1258889694565166,0.3478793042339222,1.3054760209625458,1.675358244521159,40.875852,-74.050035
588 River St,International Meat Market,-0.1852492211091664,-0.04524736815191293,-0.41236341385620556,-0.33091015469929075,0.7166246222921808,-0.19992482292332892,-0.025089684359558894,-0.41337710020434915,-0.33851481770346814,0.04666248925660225,-1.020821182621529,-0.33081199544868906,40.9335959,-74.1561774
96 Elwood Ave,Machala Deli,-0.1852492211091664,-0.04524736815191293,-0.4642878092167531,-0.3380655501400049,-2.7795124204991177,1.6462940323329944,-0.025089684359558894,-0.045444529872439084,-0.33851481770346814,-0.10394591823205775,0.06877924636311937,1.0163154704469952,40.772243,-74.16240429999998
821 Clinton Ave,Sunny's Supermarket,2.8192615837551274,-0.04524736815191293,0.48629574925019126,-0.3595317364621472,1.1726424974388716,0.5490130145863116,-0.025089684359558894,-0.6861628449762672,0.17190633621148277,0.12196669300093224,0.06877924636311937,1.0163154704469952,40.7235889,-74.215148
71 Main St # 2,Chester Convenience Store,-1.1867528227305977,-0.04524736815191293,-0.5619016301237936,-0.35595403874179016,-1.8674766702057353,-0.8617768653737089,-0.025089684359558894,0.07272359490569262,-0.33851481770346814,-1.0829005669083478,2.2092426305342894,-0.3786912040983475,40.7835255,-74.69463329999998
216 Ocean Gate Ave,Ocean Gate Market,-0.1852492211091664,-0.04524736815191293,-0.4074224784646186,0.01612652417534352,0.10860078876325892,-1.0881999325277862,-0.025089684359558894,0.0404959245116567,-0.1258889694565166,-0.9322921594196877,-0.9589394409025067,0.10321018800627499,39.9288967,-74.1420602
223 Atlantic City Blvd,El Cerrito,-1.1867528227305977,-0.04524736815191293,-0.6259718555286499,-0.3058662706567914,0.5646186639099497,-0.9836969784566737,-0.025089684359558894,0.0404959245116567,-0.33851481770346814,-0.8569879556753577,-0.9589394409025067,0.10321018800627499,39.9412643,-74.1911608
1106 Clinton Ave,Oyingbo Market,-2.188256424352029,-0.04524736815191293,-0.4642878092167531,-0.13771447780000984,0.7166246222921808,2.726157891067825,-0.025089684359558894,-0.045444529872439084,-0.33851481770346814,0.5737919154669122,0.06877924636311937,1.0163154704469952,40.7260801,-74.228502
1400 Berlin Rd # 120,Subzi Mandi,0.816254380512265,-0.04524736815191293,-0.17809579674864887,0.8032200226538956,-1.1074468782945837,-0.7572739113025962,-0.025089684359558894,-0.1600300119584338,0.17190633621148277,0.19727089674526224,-0.8101959686032327,-0.33682221351951763,39.8788964,-75.0066353
231 Wanaque Ave,Noypai Phillipino Asian Store,-1.1867528227305977,-0.04524736815191293,-0.6284423232244434,-0.2593562002921497,0.4126127055277199,-0.9488626604329694,-0.025089684359558894,-0.23343927383764862,-0.33851481770346814,-0.7063795481866977,-1.020821182621529,-0.33081199544868906,41.0046144,-74.29144190000002
1900 Greentree Rd,Friendly Food Mart,0.816254380512265,-0.04524736815191293,-0.17809579674864887,-0.3130216660975055,0.5646186639099497,-0.7572739113025962,-0.025089684359558894,-0.1600300119584338,0.17190633621148277,0.19727089674526224,-0.8101959686032327,-0.33682221351951763,39.906051700000006,-74.9648058
444 Central Ave,Kas Supermarket,-0.1852492211091664,-1.9874821409283865,-0.4816319455908212,-0.29155547977536317,0.2606067471454901,0.775436081740389,-1.8623893565272935,-0.045444529872439084,-0.1258889694565166,-0.10394591823205775,-0.2690359646691179,0.9859435980742223,40.747308200000006,-74.1914718
480 Boonton Tpke # 1,Wolfson J Super Market,2.8192615837551274,-0.04524736815191293,4.807870818955008,0.24152148055783795,0.4126127055277199,-1.0011141374685257,-0.025089684359558894,0.06815800826653753,2.0863047297914785,-1.0829005669083478,2.2092426305342894,-0.3786912040983475,40.9141607,-74.2719886
606 Midland Ave,Qwik Stop,-0.1852492211091664,-0.04524736815191293,-0.256918319250781,-0.29155547977536317,0.2606067471454901,-0.5134336851366668,-0.025089684359558894,0.005582614918117785,-0.33851481770346814,0.3478793042339222,1.3054760209625458,1.675358244521159,40.8844132,-74.100298
73 Riverdale Ave,Monmouth Beach Supermarket,1.8177579821336962,-0.04524736815191293,1.2236569100290489,-0.17349145500358037,-0.49942304476566235,-1.070782773515934,-0.025089684359558894,-0.1206424274585229,2.0863047297914785,-0.7063795481866977,0.8958816140225303,0.19790900718353802,40.3308559,-73.98139599999998
600 Fischer Blvd,Hometown Food Mart,-1.1867528227305977,-0.04524736815191293,-0.6259718555286499,-0.03038354618929819,1.1726424974388716,0.2703384703966779,-0.025089684359558894,0.0404959245116567,-0.1258889694565166,-0.7816837519310277,-0.9589394409025067,0.10321018800627499,39.9579785,-74.1253265
305 US Highway 130,Quick-Stop Food Store,0.816254380512265,-0.04524736815191293,0.19153883559224089,-0.34164324786036193,1.1726424974388716,-0.548268003160371,-0.025089684359558894,-0.0817006590657295,-0.33851481770346814,-0.7816837519310277,-0.2805854435696281,-0.6089212305672501,40.1444427,-74.7025676
80 3rd St,Reys Supermarket,2.8192615837551274,-0.04524736815191293,2.1545809756300445,0.21647759651533857,-0.49942304476566235,0.28775562940853006,-0.025089684359558894,-0.06119848941672364,0.17190633621148277,0.4231835079782522,0.1328016401818071,-0.07447106989457189,40.6516914,-74.192104
67 N Main St,Bill Young's Svc Ctr,0.816254380512265,-0.04524736815191293,0.0033375745969874125,-0.30944396837714844,-0.8034349615301226,-0.879194024385561,-0.025089684359558894,5.411774323517643,-0.33851481770346814,-0.7816837519310277,2.2092426305342894,-0.3786912040983475,40.9014675,-74.5819578
300 Park Ave # 1,Mini Mart,-0.1852492211091664,-0.04524736815191293,-0.5507197758132342,-0.34164324786036193,-0.3474170863834319,-0.7921082293263005,-0.025089684359558894,0.008268254117620779,-0.1258889694565166,0.7244003229555722,1.3054760209625458,1.675358244521159,40.7570209,-73.97466949999998
